Left boundary,Right boundary,S/(B+S)
-999.0,-939.26021,0.299802205605
-939.26021,-879.52042,0.0
-879.52042,-819.78063,0.0
-819.78063,-760.04084,0.0
-760.04084,-700.30105,0.0
-700.30105,-640.56126,0.0
-640.56126,-580.82147,0.0
-580.82147,-521.08168,0.0
-521.08168,-461.34189,0.0
-461.34189,-401.6021,0.0
-401.6021,-341.86231,0.0
-341.86231,-282.12252,0.0
-282.12252,-222.38273,0.0
-222.38273,-162.64294,0.0
-162.64294,-102.90315,0.0
-102.90315,-43.16336,0.0
-43.16336,16.57643,0.6
16.57643,76.31622,0.367560085567
76.31622,136.05601,0.362385623066
136.05601,195.7958,0.266982452363
195.7958,255.53559,0.3030992323
255.53559,315.27538,0.38064516129
315.27538,375.01517,0.443265910212
375.01517,434.75496,0.473012188044
434.75496,494.49475,0.5384351407
494.49475,554.23454,0.550872711792
554.23454,613.97433,0.592
613.97433,673.71412,0.605061801059
673.71412,733.45391,0.669004207574
733.45391,793.1937,0.693181818182
793.1937,852.93349,0.717605004468
852.93349,912.67328,0.740894901145
912.67328,972.41307,0.777239709443
972.41307,1032.15286,0.776520509194
1032.15286,1091.89265,0.790969899666
1091.89265,1151.63244,0.836267605634
1151.63244,1211.37223,0.82932166302
1211.37223,1271.11202,0.821515892421
1271.11202,1330.85181,0.83
1330.85181,1390.5916,0.864077669903
1390.5916,1450.33139,0.853046594982
1450.33139,1510.07118,0.89029535865
1510.07118,1569.81097,0.908653846154
1569.81097,1629.55076,0.93085106383
1629.55076,1689.29055,0.909604519774
1689.29055,1749.03034,0.906593406593
1749.03034,1808.77013,0.947368421053
1808.77013,1868.50992,0.882352941176
1868.50992,1928.24971,0.949494949495
1928.24971,1987.9895,0.924731182796
1987.9895,2047.72929,0.975609756098
2047.72929,2107.46908,0.925
2107.46908,2167.20887,0.851851851852
2167.20887,2226.94866,0.94
2226.94866,2286.68845,1.0
2286.68845,2346.42824,0.970588235294
2346.42824,2406.16803,1.0
2406.16803,2465.90782,1.0
2465.90782,2525.64761,0.913043478261
2525.64761,2585.3874,0.925925925926
2585.3874,2645.12719,1.0
2645.12719,2704.86698,1.0
2704.86698,2764.60677,0.941176470588
2764.60677,2824.34656,1.0
2824.34656,2884.08635,1.0
2884.08635,2943.82614,1.0
2943.82614,3003.56593,1.0
3003.56593,3063.30572,1.0
3063.30572,3123.04551,0.857142857143
3123.04551,3182.7853,1.0
3182.7853,3242.52509,1.0
3242.52509,3302.26488,1.0
3302.26488,3362.00467,1.0
3362.00467,3421.74446,1.0
3421.74446,3481.48425,0.666666666667
3481.48425,3541.22404,1.0
3541.22404,3600.96383,1.0
3600.96383,3660.70362,1.0
3660.70362,3720.44341,1.0
3720.44341,3780.1832,1.0
3780.1832,3839.92299,1.0
3839.92299,3899.66278,0.0
3899.66278,3959.40257,1.0
3959.40257,4019.14236,1.0
4019.14236,4078.88215,0.0
4078.88215,4138.62194,0.0
4138.62194,4198.36173,1.0
4198.36173,4258.10152,0.0
4258.10152,4317.84131,0.0
4317.84131,4377.5811,0.0
4377.5811,4437.32089,0.0
4437.32089,4497.06068,0.0
4497.06068,4556.80047,1.0
4556.80047,4616.54026,0.0
4616.54026,4676.28005,0.0
4676.28005,4736.01984,0.0
4736.01984,4795.75963,0.0
4795.75963,4855.49942,0.0
4855.49942,4915.23921,0.0
4915.23921,4974.979,1.0
