Left boundary,Right boundary,S/(B+S)
-3.142,-3.07916,0.600463499421
-3.07916,-3.01632,0.60009487666
-3.01632,-2.95348,0.606009207657
-2.95348,-2.89064,0.601535240754
-2.89064,-2.8278,0.600441501104
-2.8278,-2.76496,0.605060240964
-2.76496,-2.70212,0.598423315815
-2.70212,-2.63928,0.606488011283
-2.63928,-2.57644,0.599504950495
-2.57644,-2.5136,0.608031534861
-2.5136,-2.45076,0.602191519771
-2.45076,-2.38792,0.598032326072
-2.38792,-2.32508,0.60986775178
-2.32508,-2.26224,0.604432666827
-2.26224,-2.1994,0.603740207228
-2.1994,-2.13656,0.600826044704
-2.13656,-2.07372,0.603550295858
-2.07372,-2.01088,0.602368866328
-2.01088,-1.94804,0.59793330202
-1.94804,-1.8852,0.600325127729
-1.8852,-1.82236,0.599101229896
-1.82236,-1.75952,0.602831773458
-1.75952,-1.69668,0.598914069877
-1.69668,-1.63384,0.594206426485
-1.63384,-1.571,0.601129111438
-1.571,-1.50816,0.598284488921
-1.50816,-1.44532,0.600766834412
-1.44532,-1.38248,0.592680608365
-1.38248,-1.31964,0.608801361537
-1.31964,-1.2568,0.603540252182
-1.2568,-1.19396,0.605193556143
-1.19396,-1.13112,0.594568613314
-1.13112,-1.06828,0.59903030303
-1.06828,-1.00544,0.600690448792
-1.00544,-0.9426,0.603178425235
-0.9426,-0.87976,0.609990834097
-0.87976,-0.81692,0.605057905932
-0.81692,-0.75408,0.601120971509
-0.75408,-0.69124,0.606204120294
-0.69124,-0.6284,0.600692840647
-0.6284,-0.56556,0.599429115128
-0.56556,-0.50272,0.605570102357
-0.50272,-0.43988,0.601222493888
-0.43988,-0.37704,0.59837437246
-0.37704,-0.3142,0.599953073674
-0.3142,-0.25136,0.600791433892
-0.25136,-0.18852,0.603618421053
-0.18852,-0.12568,0.601545520406
-0.12568,-0.06284,0.601696969697
-0.06284,-4.4408920985e-16,0.600560616678
-4.4408920985e-16,0.06284,0.607242339833
0.06284,0.12568,0.607490272374
0.12568,0.18852,0.603305785124
0.18852,0.25136,0.603204974886
0.25136,0.3142,0.603645200486
0.3142,0.37704,0.606692406692
0.37704,0.43988,0.60145631068
0.43988,0.50272,0.602716468591
0.50272,0.56556,0.604744958482
0.56556,0.6284,0.606022584693
0.6284,0.69124,0.608298171589
0.69124,0.75408,0.604298974108
0.75408,0.81692,0.60537583254
0.81692,0.87976,0.608530805687
0.87976,0.9426,0.601075531655
0.9426,1.00544,0.599181511796
1.00544,1.06828,0.613544813696
1.06828,1.13112,0.606474456247
1.13112,1.19396,0.607579157317
1.19396,1.2568,0.609638554217
1.2568,1.31964,0.603360116874
1.31964,1.38248,0.604904632153
1.38248,1.44532,0.604790419162
1.44532,1.50816,0.602554654876
1.50816,1.571,0.602616913012
1.571,1.63384,0.608088930937
1.63384,1.69668,0.602802547771
1.69668,1.75952,0.608357628766
1.75952,1.82236,0.60261374637
1.82236,1.8852,0.607456140351
1.8852,1.94804,0.603856480351
1.94804,2.01088,0.600197677292
2.01088,2.07372,0.608055957549
2.07372,2.13656,0.608244994111
2.13656,2.1994,0.603477420913
2.1994,2.26224,0.6085550858
2.26224,2.32508,0.60706401766
2.32508,2.38792,0.607838304166
2.38792,2.45076,0.603028152354
2.45076,2.5136,0.608128078818
2.5136,2.57644,0.60293398533
2.57644,2.63928,0.609790874525
2.63928,2.70212,0.6
2.70212,2.76496,0.60639088432
2.76496,2.8278,0.60415659739
2.8278,2.89064,0.6041099282
2.89064,2.95348,0.600384245917
2.95348,3.01632,0.605244338498
3.01632,3.07916,0.602816901408
3.07916,3.142,0.600096595025
