Left boundary,Right boundary,S/(B+S)
30.0,40.90573,0.581747557578
40.90573,51.81146,0.606631113984
51.81146,62.71719,0.619628242934
62.71719,73.62292,0.633908541846
73.62292,84.52865,0.642733282757
84.52865,95.43438,0.651838589726
95.43438,106.34011,0.653198653199
106.34011,117.24584,0.656286658846
117.24584,128.15157,0.656928543229
128.15157,139.0573,0.666394112837
139.0573,149.96303,0.66127460534
149.96303,160.86876,0.66609039269
160.86876,171.77449,0.661579101849
171.77449,182.68022,0.658519553073
182.68022,193.58595,0.655918540518
193.58595,204.49168,0.6635
204.49168,215.39741,0.655048076923
215.39741,226.30314,0.65823699422
226.30314,237.20887,0.661777394305
237.20887,248.1146,0.662525879917
248.1146,259.02033,0.651775486827
259.02033,269.92606,0.664212076583
269.92606,280.83179,0.665474060823
280.83179,291.73752,0.661257606491
291.73752,302.64325,0.669879518072
302.64325,313.54898,0.654320987654
313.54898,324.45471,0.64465408805
324.45471,335.36044,0.676258992806
335.36044,346.26617,0.642857142857
346.26617,357.1719,0.625514403292
357.1719,368.07763,0.651898734177
368.07763,378.98336,0.669014084507
378.98336,389.88909,0.655629139073
389.88909,400.79482,0.653543307087
400.79482,411.70055,0.672727272727
411.70055,422.60628,0.670886075949
422.60628,433.51201,0.666666666667
433.51201,444.41774,0.658536585366
444.41774,455.32347,0.657534246575
455.32347,466.2292,0.684210526316
466.2292,477.13493,0.666666666667
477.13493,488.04066,0.588235294118
488.04066,498.94639,0.684210526316
498.94639,509.85212,0.708333333333
509.85212,520.75785,0.681818181818
520.75785,531.66358,0.823529411765
531.66358,542.56931,0.68
542.56931,553.47504,0.571428571429
553.47504,564.38077,0.571428571429
564.38077,575.2865,0.8
575.2865,586.19223,0.857142857143
586.19223,597.09796,0.692307692308
597.09796,608.00369,0.75
608.00369,618.90942,0.692307692308
618.90942,629.81515,0.666666666667
629.81515,640.72088,0.5
640.72088,651.62661,0.571428571429
651.62661,662.53234,0.6
662.53234,673.43807,0.5
673.43807,684.3438,0.8
684.3438,695.24953,1.0
695.24953,706.15526,0.5
706.15526,717.06099,0.0
717.06099,727.96672,0.5
727.96672,738.87245,1.0
738.87245,749.77818,0.5
749.77818,760.68391,0.5
760.68391,771.58964,0.5
771.58964,782.49537,0.0
782.49537,793.4011,0.0
793.4011,804.30683,0.0
804.30683,815.21256,0.0
815.21256,826.11829,0.0
826.11829,837.02402,0.0
837.02402,847.92975,0.0
847.92975,858.83548,0.0
858.83548,869.74121,0.0
869.74121,880.64694,0.0
880.64694,891.55267,0.0
891.55267,902.4584,0.0
902.4584,913.36413,0.0
913.36413,924.26986,0.0
924.26986,935.17559,0.0
935.17559,946.08132,0.0
946.08132,956.98705,0.0
956.98705,967.89278,0.0
967.89278,978.79851,0.0
978.79851,989.70424,0.0
989.70424,1000.60997,0.0
1000.60997,1011.5157,0.0
1011.5157,1022.42143,0.0
1022.42143,1033.32716,0.0
1033.32716,1044.23289,0.0
1044.23289,1055.13862,0.0
1055.13862,1066.04435,0.0
1066.04435,1076.95008,0.0
1076.95008,1087.85581,0.0
1087.85581,1098.76154,0.0
1098.76154,1109.66727,0.0
1109.66727,1120.573,0.5
