Left boundary,Right boundary,S/(B+S)
-3.142,-3.07916,0.60899315738
-3.07916,-3.01632,0.602888941511
-3.01632,-2.95348,0.60162412993
-2.95348,-2.89064,0.593287037037
-2.89064,-2.8278,0.604102074887
-2.8278,-2.76496,0.606321112516
-2.76496,-2.70212,0.603321934538
-2.70212,-2.63928,0.605205008593
-2.63928,-2.57644,0.602759622367
-2.57644,-2.5136,0.594682080925
-2.5136,-2.45076,0.601912313433
-2.45076,-2.38792,0.601971368223
-2.38792,-2.32508,0.600424828888
-2.32508,-2.26224,0.603546099291
-2.26224,-2.1994,0.608819345661
-2.1994,-2.13656,0.600379686758
-2.13656,-2.07372,0.596634236129
-2.07372,-2.01088,0.604955853033
-2.01088,-1.94804,0.601460298144
-1.94804,-1.8852,0.599177196591
-1.8852,-1.82236,0.595258019526
-1.82236,-1.75952,0.596946564885
-1.75952,-1.69668,0.60798413092
-1.69668,-1.63384,0.601216113504
-1.63384,-1.571,0.5963900727
-1.571,-1.50816,0.60269121813
-1.50816,-1.44532,0.603299856528
-1.44532,-1.38248,0.602903301335
-1.38248,-1.31964,0.601105845182
-1.31964,-1.2568,0.605141536684
-1.2568,-1.19396,0.599211933577
-1.19396,-1.13112,0.597167821633
-1.13112,-1.06828,0.607080673244
-1.06828,-1.00544,0.603004291845
-1.00544,-0.9426,0.60826001955
-0.9426,-0.87976,0.601264340904
-0.87976,-0.81692,0.607456140351
-0.81692,-0.75408,0.602681897194
-0.75408,-0.69124,0.608166189112
-0.69124,-0.6284,0.603085553997
-0.6284,-0.56556,0.607618602477
-0.56556,-0.50272,0.601156069364
-0.50272,-0.43988,0.604251469923
-0.43988,-0.37704,0.59955643174
-0.37704,-0.3142,0.604470359572
-0.3142,-0.25136,0.603833090733
-0.25136,-0.18852,0.606189463737
-0.18852,-0.12568,0.602278120551
-0.12568,-0.06284,0.599275526375
-0.06284,-4.4408920985e-16,0.604941352633
-4.4408920985e-16,0.06284,0.60384423365
0.06284,0.12568,0.604321404456
0.12568,0.18852,0.602420856611
0.18852,0.25136,0.606845305111
0.25136,0.3142,0.609106321143
0.3142,0.37704,0.607934943322
0.37704,0.43988,0.602035749752
0.43988,0.50272,0.606603773585
0.50272,0.56556,0.600669536107
0.56556,0.6284,0.604871447903
0.6284,0.69124,0.609436133487
0.69124,0.75408,0.601034037053
0.75408,0.81692,0.604525100165
0.81692,0.87976,0.601229788203
0.87976,0.9426,0.607540313423
0.9426,1.00544,0.603259656173
1.00544,1.06828,0.603299856528
1.06828,1.13112,0.600545499628
1.13112,1.19396,0.608364018937
1.19396,1.2568,0.607333842628
1.2568,1.31964,0.606669820246
1.31964,1.38248,0.600864553314
1.38248,1.44532,0.601827982189
1.44532,1.50816,0.598949629983
1.50816,1.571,0.601624074516
1.571,1.63384,0.603011635866
1.63384,1.69668,0.599530516432
1.69668,1.75952,0.608567543064
1.75952,1.82236,0.61192681274
1.82236,1.8852,0.60553715097
1.8852,1.94804,0.602085747393
1.94804,2.01088,0.599019607843
2.01088,2.07372,0.609104046243
2.07372,2.13656,0.606498194946
2.13656,2.1994,0.602473093657
2.1994,2.26224,0.611770289511
2.26224,2.32508,0.603782287823
2.32508,2.38792,0.605200381679
2.38792,2.45076,0.603700319781
2.45076,2.5136,0.601003191974
2.5136,2.57644,0.603149246919
2.57644,2.63928,0.605987445678
2.63928,2.70212,0.601489310593
2.70212,2.76496,0.604708798017
2.76496,2.8278,0.600247218789
2.8278,2.89064,0.600826044704
2.89064,2.95348,0.598621673004
2.95348,3.01632,0.60919266492
3.01632,3.07916,0.602083795167
3.07916,3.142,0.603203248365
